last update,admin1,admin2,admin3,admin4,pcode_sites,governorate,district,sub_district,community,"cluster ",site_name,gps_coordinates,site_type,site_size,total_idp_individuals,total_idp_families,male_infants,female_infants,males_7_months_4_years,females_7_months_4_years,males_5_12_years,females_5_12_years,males_13_17_years,females_13_17_years,males_18_35_years,females_18_35_years,males_over_60_years,females_over_60_years,main_source_of_population_info,specify_source_of_pop_info,original_place_of_idps,governorate_first_origin,district_first_origin,subdistrict_first_origin,governorate_second_origin,district_second_origin,subdistrict_second_origin,governorate_third_origin,district_third_origin,subdistrict_third_origin,what_are_the_reasons_of_displacement,specify_other_reasons_of_displacement,is_there_only_a_single_manager,is_there_a_camp_committee,type_of_the_committee,specify_type_of_committee,percent_of_women_in_committee,percent_of_youth_in_committee,percent_of_elderly_in_committee,is_the_land_public_or_private,do_idps_pay_rent_or_perform_services,lighting_on_main_roads,lighting_in_paths_between_tents,camp_fenced,does_camp_need_fence,why_need_fence,main_roads_paved,main_roads_gravelled,paths_between_tents_paved,gravelling_underneath_tents,heating_in_idp_accomodations,what_type_power_source_available,specify_type_of_power_source_available,is_power_source_needed_in_site,what_type_power_source_needed,specify_type_of_power_source_needed,number_of_firebreaks,number_of_play_ground,number_of_multi_purp_building,designated_room_for_girls_women,is_there_a_child_friendly_space,designated_distribution_point,mobile_phone_coverage,internet_coverage,main_safety_concerns_for_idps,specify_main_safety_concerns,number_of_pregnant_women,number_of_person_with_disabilities,number_of_person_with_mental_disabilities,number_of_elderly_need_assistance,number_of_unaccompanied_children_under_17,number_of_separated_children_under_17,number_of_female_headed_hhs,number_of_children_headed_hhs,number_of_acute_or_chronically_ill_people,has_there_been_any_uxo_in_site,has_there_been_any_uxo_nearby_site,is_there_any_friction_with_host_community,is_there_any_food_distribution,type_of_food_distributed,specify_type_of_food,frequency_of_food_distribution,specify_other_frequency,what_meals_provided_in_a_day,how_much_kcal,percent_of_idps_assisted_with_food,idps_mainly_get_their_food_from,specify_source_of_food,number_of_communal_kitchens,type_and_number_of_shelters,specify_type_of_shelter,number_of_tents,number_of_caravans,number_of_makeshift_tents,number_of_buildings,number_of_mud_shelters,number_of_communal_tents,specify_number_of_other_shelter,number_of_families_without_shelter,number_of_shelters_need_repair,number_of_shelters_in_flood_prone,percent_of_idps_with_one_blanket,percent_of_person_with_mattress,percent_of_families_with_kitchen_sets,percent_of_families_with_cooking_stoves,percent_of_families_with_20l_water_container,is_there_any_fuel_distribution,what_type_fuel_distributed,how_much_fuel_provided_per_family,what_is_fuel_used_for,main_sources_of_drinking_water,specify_main_source_of_water,number_of_litres_of_water_per_person_per_day,number_of_functioning_latrines_segregated,number_of_functioning_latrines_for_male_only,number_of_functioning_latrines_for_female_only,number_of_functioning_private_latrines,number_of_functioning_segregated_showers_baths,number_of_functioning_showers_baths_male_only,number_of_functioning_showers_baths_female_only,number_of_functioning_private_bathing_facilities,number_of_hand_or_clothes_washing_station,latrine_doors_can_be_locked,lighting_in_or_near_latrines,number_of_water_tanks,water_tanks_capacity,number_of_septic_tanks,capacity_of_septic_tanks_overall,number_of_functional_water_points,is_there_any_drainage_ducts_along_roads,is_there_any_additional_drainage_ducts,is_there_any_drainage_among_tents,mainline_sewer_connection,main_means_of_solid_waste_disposal,specify_the_main_waste_disposal,is_first_aid_responders_available,is_pharmacy_or_dispensary_available,reproductive_healthcare,primary_health_care_within_2_km_available,in_the_last_2_weeks_idps_experiencing_diarrhea,in_the_last_2_weeks_idps_experiencing_fever,in_the_last_2_weeks_idps_experiencing_skin_diseases,in_the_last_2_weeks_idps_experiencing_respiratory_illness,did_the_camp_have_a_death_last_30_days,distance_in_kilometers_to_nearest_school,percent_of_school_aged_children_going_school_6_17,is_there_a_primary_school,classroom_setting_in_primary_school,specify_classroom_setting_in_primary_school,number_of_classrooms_in_primary_school,number_of_teachers_in_primary_school,number_of_students_in_primary_school,is_there_a_secondary_school,classroom_setting_in_secondary_school,specify_classroom_setting_in_secondary_school,number_of_classrooms_in_secondary_school,number_of_teachers_in_secondary_school,number_of_students_in_secondary_school,is_there_educational_activities_available,specify_type_of_educational_activities,geopoint_latitude,geopoint_longitude
Not covered,SY07,SY0703,SY070301,C6389,CP000072,Idleb/إدلب,Harim/حارم,Dana/دانا,Bab El Hawa (Dana)/باب الهوى - دانا,Bab Al Hawa/ باب الهوى,Termanin/ ترمانين,"36.2814669150001,36.7576635140001",IS,,104,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2814669150001,36.7576635140001
December 2017,SY07,SY0703,SY070302,C4141,CP000073,Idleb/إدلب,Harim/حارم,Salqin/سلقين,Big Hir Jamus/حير جاموس كبير,Big Hir Jamus/ حير جاموس كبير,Ayidoun/ عائدون,"36.114054,36.382756",PC,70000,3000,525,132,140,258,262,240,278,288,324,336,402,130,160,other_specify,مسؤول تسكين,yes,SY05,SY0505,SY050501,SY02,SY0207,SY020703,SY07,SY0702,SY070202,fear_of_shellling lack_of_acces_to_livelihoods,,yes,yes,distribution_committee other,لجنة نظافة,0_percent,76_99_percent,1_25_percent,public,no_rent_no_services,1_25_percent,0_percent,76_99_percent,no,,0_percent,76_99_percent,76_99_percent,76_99_percent,26_50_percent,generator,,yes,solar_energy,,20,0,0,no,yes,yes,76_99_percent,76_99_percent,aerial_attacks,,75,40,6,150,0,0,70,0,100,no,no,no,no,,,,,,,,host_community_market,,0,tents,,660,0,0,0,,0,0,80,500,0,51_75_percent,51_75_percent,51_75_percent,100_percent,76_99_percent,no,,,,trucked_water_free,,25,20,10,10,20,0,0,0,0,0,yes,no,0,,0,,0,yes,yes,yes,no,collective_bin,,yes,yes,yes,yes,26_50_percent,1_25_percent,1_25_percent,76_99_percent,no,1,76_99_percent,yes,other_specify,غرف ذات اسقف مستعارة,20,40,760,no,,,0,0,0,no,,36.114054,36.382756
December 2017,SY07,SY0703,SY070302,C4141,CP000074,Idleb/إدلب,Harim/حارم,Salqin/سلقين,Big Hir Jamus/حير جاموس كبير,Big Hir Jamus/ حير جاموس كبير,Kadimoon/ قادمون,"36.09454,36.37938",PC,45000,2256,453,110,120,220,234,265,285,90,110,320,360,60,82,camp_manager,,yes,SY05,SY0505,SY050502,SY02,SY0207,SY020702,SY07,SY0702,SY070202,fear_of_shellling,,yes,yes,distribution_committee,,0_percent,76_99_percent,1_25_percent,public,no_rent_no_services,0_percent,0_percent,76_99_percent,no,,0_percent,76_99_percent,76_99_percent,76_99_percent,26_50_percent,not_available,,yes,generator solar_energy,,15,0,0,no,no,yes,76_99_percent,76_99_percent,aerial_attacks,,45,20,8,40,0,0,35,8,25,no,no,no,no,,,,,,,,host_community_market store_in_camp,,0,tents,,380,0,0,0,,0,0,30,300,0,76_99_percent,76_99_percent,76_99_percent,76_99_percent,76_99_percent,no,,,,trucked_water_free,,25,8,4,4,8,0,0,0,0,0,yes,no,8,4,0,0,0,no,no,yes,no,collective_bin,,no,no,no,no,26_50_percent,1_25_percent,26_50_percent,76_99_percent,no,1,76_99_percent,yes,tent,,9,20,0,no,,,0,0,0,no,,36.09454,36.37938
December 2017,SY07,SY0703,SY070302,C4141,CP000075,Idleb/إدلب,Harim/حارم,Salqin/سلقين,Big Hir Jamus/حير جاموس كبير,Big Hir Jamus/ حير جاموس كبير,Samidoon/ صامدون,"36.09928,36.39674",PC,60000,2943,693,125,140,258,262,240,278,288,324,336,402,130,160,other_specify,مسؤول احصاء,yes,SY05,SY0505,SY050502,SY02,SY0207,SY020702,SY07,SY0702,SY070202,fear_of_shellling lack_of_access_to_education lack_of_acces_to_livelihoods,,yes,yes,distribution_committee,,0_percent,76_99_percent,1_25_percent,public,no_rent_no_services,1_25_percent,0_percent,100_percent,no,,0_percent,100_percent,100_percent,100_percent,26_50_percent,generator,,yes,solar_energy,,22,0,0,no,yes,yes,100_percent,76_99_percent,aerial_attacks,,60,18,15,45,0,0,48,4,8,no,no,no,yes,other_specify,خضار _فروج,longer_than_a_month,,,2500,76_99_percent,store_in_camp local_ngo,,0,tents,,450,0,0,0,,0,0,50,450,0,76_99_percent,76_99_percent,51_75_percent,100_percent,76_99_percent,no,,,,trucked_water_free,,25,14,7,7,14,0,0,0,0,0,yes,no,14,4,0,0,0,no,no,yes,yes,collective_bin,,yes,yes,yes,yes,26_50_percent,1_25_percent,1_25_percent,76_99_percent,yes,1,51_75_percent,yes,tent,,9,22,480,no,,,0,0,0,no,,36.09928,36.39674
April 2018,SY07,SY0703,SY070301,C4130,CP000103,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Ahel Al Sham/ أهل الشام,"36.300047,36.726047",IS,0,642,132,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,153,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.300047,36.726047
April 2018,SY07,SY0703,SY070301,C4130,CP000104,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Ahel Halep/ اهل حلب,"36.346836,36.703266",IS,0,530,84,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.346836,36.703266
April 2018,SY07,SY0703,SY070301,C4130,CP000106,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Ahrar/ الأحرار,"36.228648,36.640012",IS,0,1083,217,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,153,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.228648,36.640012
April 2018,SY07,SY0703,SY070301,C4130,CP000107,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Aqsa/ الأقصى,"36.363769,36.788911",IS,0,690,130,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.363769,36.788911
April 2018,SY07,SY0703,SY070301,C4130,CP000108,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Asil/ الأصيل,"36.314861,36.658513",IS,0,772,143,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,153,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.314861,36.658513
April 2018,SY07,SY0703,SY070301,C4130,CP000109,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Ataa/ عطاء,"36.353285,36.622473",IS,0,736,146,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,146,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.353285,36.622473
April 2018,SY07,SY0703,SY070301,C4130,CP000110,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Fadal/ الفضل,"36.292917,36.728794",IS,0,513,100,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.292917,36.728794
April 2018,SY07,SY0703,SY070301,C4130,CP000111,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Faraj/ الفرج,"36.279604,36.700114",IS,0,850,164,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,177,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.279604,36.700114
April 2018,SY07,SY0703,SY070301,C4130,CP000112,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Farouk (Karama) /  (كرامة)الفاروق,"36.237194,36.753152",IS,0,766,154,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,155,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.237194,36.753152
December 2017,SY07,SY0704,SY070401,C4231,CP000113,Idleb/إدلب,Jisr-Ash-Shugur/جسر الشغور,Badama/بداما,Kherbet Eljoz/خربة الجوز,Kherbet Eljoz/ خربة الجوز,Salah Alden (Kherbet Eljoz)/ صلاح الدين,"35.948245,36.215875",IS,220000,3551,670,63,71,247,272,336,364,211,182,883,783,61,78,camp_manager,,yes,SY06,SY0603,SY060300,SY05,SY0502,SY050204,,,,fear_of_shellling safety_concerns lack_of_access_to_education lack_of_acces_to_livelihoods,,yes,yes,safety_and_security distribution_committee,,0_percent,76_99_percent,1_25_percent,private,no_rent_no_services,26_50_percent,1_25_percent,0_percent,yes,,0_percent,1_25_percent,26_50_percent,51_75_percent,0_percent,not_available,,yes,solar_energy,,8,1,3,yes,yes,yes,100_percent,76_99_percent,aerial_attacks kidnapping_disappearances,,176,21,4,17,0,0,62,13,8,no,no,no,yes,food_baskets bread,,daily longer_than_a_month,,,1800,76_99_percent,host_community_market local_ngo ingo,,0,tents,,650,0,0,0,,0,0,30,150,120,51_75_percent,1_25_percent,26_50_percent,1_25_percent,26_50_percent,no,,,,trucked_water_free well,,27,0,62,62,0,0,0,0,0,0,yes,yes,20,,10,,0,yes,no,no,yes,collective_bin,,no,no,no,yes,1_25_percent,0_percent,0_percent,1_25_percent,no,1,76_99_percent,yes,room_in_building,,15,20,400,yes,room_in_building,,6,12,250,no,,35.948245,36.215875
April 2018,SY07,SY0703,SY070301,C4130,CP000114,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Haq/ الحق,"36.195281,36.725395",IS,0,538,104,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.195281,36.725395
April 2018,SY07,SY0703,SY070301,C4130,CP000115,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Hijaz/ الحجاز,"36.319834,36.69374",IS,0,460,85,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,146,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.319834,36.69374
April 2018,SY07,SY0703,SY070301,C4130,CP000116,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,Al Ikhaa/ الإخاء,"36.296511,36.688563",IS,0,1623,320,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,400,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.296511,36.688563
